Page,Section,Component,Usage,Image Path,Image Source Type,Viewport,Device Pixel Ratio,Measurement Basis,Full Component Width,Full Component Height,Image Viewport Width,Image Viewport Height,Display Aspect Ratio,Natural Width,Natural Height,Source Aspect Ratio,Current File Size Bytes,Object Fit,Object Position,Overflow,Border Radius,Opacity / Overlay,Cover Scale,Rendered Width,Rendered Height,Overflow CSS Pixels,Crop Direction,Visible Percentage,Crop Percentage,Crop Per Side,Recommended Width,Recommended Height,Recommended Aspect Ratio,Safe Area Horizontal,Safe Area Vertical,Text Overlay Position,Text-free Side EN,Text-free Side AR,Recommended Format,Recommended Max File Size,Notes
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/classic-pouch.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2173874,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/espresso-pouch.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1086,1448,0.7500,2000481,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/espresso-pouch.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1086,1448,0.7500,2000481,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/espresso-pouch.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1086,1448,0.7500,2000481,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/espresso-pouch.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1086,1448,0.7500,2000481,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/flavor-pouch.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1851762,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/flavor-pouch.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1851762,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/flavor-pouch.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1851762,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/flavor-pouch.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1851762,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/cappuccino-sachets.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1999822,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/cappuccino-sachets.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1999822,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/cappuccino-sachets.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1999822,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/cappuccino-sachets.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1122,1402,0.8003,1999822,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/dark-roast.png,Local missing,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/dark-roast.png,Local missing,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/dark-roast.png,Local missing,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/dark-roast.png,Local missing,Mobile 390x844,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/portrait-roastery.png,Local missing,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/portrait-roastery.png,Local missing,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/portrait-roastery.png,Local missing,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Configuration,Mock data / Admin CMS,Configuration value,Dormant Admin CMS option - missing file,/assets/story/portrait-roastery.png,Local missing,Mobile 390x844,1,Code/config audit; not rendered,,,,,,,,,,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,File does not exist and would 404 if selected
Home,Best Sellers,ProductCard,High Mood fallback in carousel,/site-images/products/categories/turkish-blends/fallback.png,Fallback,Desktop 1440x900,1,Browser measured on production build,261.9943,312.731,260.0095,162.5059,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,Section background opacity 0.16,0.2539,260.01,390.01,227.51 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,"28 repeated carousel links were present; first visible geometry measured. Text height: 148.23, 148.20, 148.17, 134.66 CSS px."
Home,Best Sellers,ProductCard,High Mood fallback in carousel,/site-images/products/categories/turkish-blends/fallback.png,Fallback,Laptop 1280x800,1,Browser measured on production build,261.9521,312.6804,259.9677,162.4797,1.6000,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,Section background opacity 0.16,0.2539,259.97,389.95,227.47 vertical,Top and bottom,41.67%,58.33%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,"28 repeated carousel links were present; first visible geometry measured. Text height: 148.23, 148.20, 148.17, 134.66 CSS px."
Home,Best Sellers,ProductCard,High Mood fallback in carousel,/site-images/products/categories/turkish-blends/fallback.png,Fallback,Tablet 768x1024,1,Browser measured on production build,246.0325,340.6509,244.0483,190.4766,1.2813,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,Section background opacity 0.16,0.2383,244.05,366.07,175.60 vertical,Top and bottom,52.03%,47.97%,23.98% top + 23.98% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,"28 repeated carousel links were present; first visible geometry measured. Text height: 148.23, 148.20, 148.17, 134.66 CSS px."
Home,Best Sellers,ProductCard,High Mood fallback in carousel,/site-images/products/categories/turkish-blends/fallback.png,Fallback,Mobile 390x844,1,Browser measured on production build,226.1983,311.2708,224.2141,174.6094,1.2841,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,Section background opacity 0.16,0.2190,224.21,336.32,161.71 vertical,Top and bottom,51.92%,48.08%,24.04% top + 24.04% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,"28 repeated carousel links were present; first visible geometry measured. Text height: 148.23, 148.20, 148.17, 134.66 CSS px."
Home,Best Sellers,ProductCard,Cairo Nights primary image in carousel,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured on production build,261.9943,312.731,260.0095,162.5059,1.6000,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,Section background opacity 0.16,N/A,260.01,162.51,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Same card geometry; uploaded image is fully visible with internal padding.
Home,Best Sellers,ProductCard,Cairo Nights primary image in carousel,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured on production build,261.9521,312.6804,259.9677,162.4797,1.6000,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,Section background opacity 0.16,N/A,259.97,162.48,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Same card geometry; uploaded image is fully visible with internal padding.
Home,Best Sellers,ProductCard,Cairo Nights primary image in carousel,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured on production build,246.0325,340.6509,244.0483,190.4766,1.2813,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,Section background opacity 0.16,N/A,244.05,190.48,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Same card geometry; uploaded image is fully visible with internal padding.
Home,Best Sellers,ProductCard,Cairo Nights primary image in carousel,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured on production build,226.1983,311.2708,224.2141,174.6094,1.2841,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,Section background opacity 0.16,N/A,224.21,174.61,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Same card geometry; uploaded image is fully visible with internal padding.
